Index,Name,Price,Original Price,Description,Rating,type
6409,SAMSUNG Galaxy Tab S6 LTE 6 GB RAM 128 GB ROM 10.5 inch with Wi-Fi+4G Tablet (Mountain Grey),44999,63999,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,4.6,tablet
6410,Lenovo Tab K10 FHD 4 GB RAM 64 GB ROM 10.3 inches with Wi-Fi+4G Tablet (Abyss Blue),18499,32000,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,4.3,tablet
6411,Lenovo Tab M8 4 GB RAM 64 GB ROM 8 Inch with Wi-Fi+4G Tablet (Iron Grey),13999,20000,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,4.2,tablet
6412,SAMSUNG Galaxy Tab A7 LTE 3 GB RAM 32 GB ROM 10.4 inch with Wi-Fi+4G Tablet (Dark Grey),15999,25999,3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,4.4,tablet
6413,APPLE iPad Pro 2021 (5th Generation) 8 GB RAM 256 GB ROM 12.9 inches with Wi-Fi+5G (Silver),122900,0,Apple M1 chip for next-level performance,4.6,tablet
6414,SAMSUNG Galaxy Tab A7 LTE 3 GB RAM 32 GB ROM 10.4 inch with Wi-Fi+4G Tablet (Gold),15999,25999,3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,4.4,tablet
6415,Lenovo Tab M10 FHD Plus (2nd Gen) 4 GB RAM 128 GB ROM 10.3 inches with Wi-Fi Only Tablet (Platinum Gre...,15999,30000,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,4.3,tablet
6416,APPLE iPad mini (6th Gen) 64 GB ROM 8.3 inch with Wi-Fi Only (Pink),46900,0,64 GB ROM,4.7,tablet
6417,SAMSUNG Galaxy Tab A 1.5 GB RAM 8 GB ROM 7 inch with Wi-Fi+4G Tablet (Black),9501,10400,1.5 GB RAM | 8 GB ROM | Expandable Upto 200 GB,4.2,tablet
6418,SAMSUNG Galaxy Tab S7+ 6 GB RAM 128 GB ROM 12.4 inch with Wi-Fi Only Tablet (Mystic Bronze),51999,76999,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,4.7,tablet
6419,APPLE iPad Pro 64 GB ROM 10.5 inch with Wi-Fi Only (Rose Gold),49999,57900,10.5 Retina display for stunning detail,4.7,tablet
6420,Swipe Strike 4G VoLTE 2 GB RAM 16 GB ROM 7 inch with Wi-Fi+4G Tablet (Gold),5999,7000,2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,3.5,tablet
6421,Lenovo Ideapad D330 with Keyboard & Pen 4 GB RAM 128 GB ROM 10.1 inch with Wi-Fi Only Tablet (Mineral ...,22999,31990,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,4.2,tablet
6422,APPLE iPad Pro 2020 (2nd Generation) 6 GB RAM 128 GB ROM 11 inch with Wi-Fi Only (Silver),63191,71900,6 GB RAM | 128 GB ROM,4.7,tablet
6423,SAMSUNG Galaxy Tab A 10.0 2GB RAM 32 GB ROM 10 inch with Wi-Fi+4G Tablet (Black),19999,21500,2GB RAM | 32 GB ROM,4.4,tablet
6424,Lenovo M10 FHD 2nd Gen 2 GB RAM 32 GB ROM 10.3 inch with Wi-Fi+4G Tablet (Platinum_Grey),0,0,2 GB RAM | 32 GB ROM,3.8,tablet
6425,APPLE iPad Air (5th gen) 64 GB ROM 10.9 Inch with Wi-Fi Only (Space Grey),54900,0,64 GB ROM,4.5,tablet
6426,SAMSUNG Galaxy Tab S7+ 6 GB RAM 128 GB ROM 12.4 inch with Wi-Fi+4G Tablet (Mystic Navy),73999,84999,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,4.7,tablet
6427,DOMO Slate SLP5KB Calling Tablet with keyboard 2 GB RAM 32 GB ROM 10.1 inch with Wi-Fi+4G Tablet (Grey...,14490,28490,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,0,tablet
6428,Huawei MediaPad M5 Lite with stylus 4 GB RAM 64 GB ROM 10.1 inch with Wi-Fi+4G Tablet (Space Grey),22990,34990,Quad Stereo Speakers Tuned by Harman / Kardon,4.4,tablet
6429,I Kall N5 New Plus 2 GB RAM 16 GB ROM 7 inch with Wi-Fi+4G Tablet (Black),5499,6999,2 GB RAM | 16 GB ROM,2.8,tablet
6430,SAMSUNG Galaxy Tab A7 3 GB RAM 64 GB ROM 10.4 inch with Wi-Fi Only Tablet (Gold),14999,21999,3 GB RAM | 64 GB ROM | Expandable Upto 1 TB,4.4,tablet
6431,APPLE iPad Pro (2018) 1 TB ROM 12.9 inch with Wi-Fi Only (Silver),157900,0,1 TB ROM,4.7,tablet
6432,iball iBall Cleo S9 Tablet (Black) 2 GB RAM 16 GB ROM 7 inch with 4G Tablet (Black),7899,12999,2 GB RAM | 16 GB ROM,3.6,tablet
6433,Elevn eTab 11 Max Pro 4 GB RAM 128 GB ROM 10.1 inches with Wi-Fi+4G Tablet (Aluminium Grey),17999,39990,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,3.8,tablet
6434,APPLE iPad Air 64 GB ROM 10.5 inch with Wi-Fi Only (Space Grey),44893,44900,64 GB ROM,4.7,tablet
6435,"DOMO Slate S1 3G Calling Android Tablet 512 MB RAM 4 GB ROM 7 inch with Wi-Fi+3G Tablet (Gold, White)",3990,4990,512 MB RAM | 4 GB ROM,0,tablet
6436,DOMO Slate SLP8KB Voice Calling tablet with keyboard 4 GB RAM 64 GB ROM 10.1 inch with Wi-Fi+4G Tablet...,15690,32990,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,0,tablet
6437,SAMSUNG Galaxy Tab A7 3 GB RAM 64 GB ROM 10.4 inch with Wi-Fi Only Tablet (Silver),14999,21999,3 GB RAM | 64 GB ROM | Expandable Upto 1 TB,4.4,tablet
6438,APPLE iPad Pro 2020 (4th Generation) 6 GB RAM 128 GB ROM 12.9 inch with Wi-Fi Only (Space Grey),85900,89900,6 GB RAM | 128 GB ROM,4.7,tablet
6439,Lenovo Tab M10 FHD Plus (2nd Gen) with Active Pen 4 GB RAM 128 GB ROM 10.3 inches with Wi-Fi Only Tabl...,18999,33000,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,4.2,tablet
6440,APPLE iPad Pro 2020 (4th Generation) 6 GB RAM 256 GB ROM 12.9 inch with Wi-Fi Only (Silver),94900,98900,6 GB RAM | 256 GB ROM,4.7,tablet
6441,APPLE iPad Pro 2020 (2nd Generation) 6 GB RAM 128 GB ROM 11 inch with Wi-Fi+4G (Space Grey),76900,85900,6 GB RAM | 128 GB ROM,4.7,tablet
6442,SAMSUNG Galaxy Tab A 3 GB RAM 32 GB ROM 10.5 inch with Wi-Fi+4G Tablet (Blue),24990,32000,3 GB RAM | 32 GB ROM | Expandable Upto 400 GB,4.5,tablet
6443,Panasonic Tab 8 HD 3 GB RAM 32 GB ROM 8 inch with Wi-Fi+4G Tablet (Black),9499,14999,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,4,tablet
6444,HP Slate 7 Voice Tab,16999,0,1 GB RAM | 16 GB ROM | Expandable Upto 32 GB,3.8,tablet
6445,APPLE iPad Pro (2018) 1 TB ROM 11 inch with Wi-Fi Only (Silver),139900,0,1 TB ROM,4.8,tablet
6446,acer ONE 10 T4-129L 3 GB RAM 32 GB ROM 10 inch with 4G Tablet (Black),12999,17999,3 GB RAM | 32 GB ROM,3.8,tablet
6447,DOMO Slate SLP5 Calling Tablet 2 GB RAM 32 GB ROM 10.1 inch with 4G Tablet (Grey),10990,23490,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,0,tablet
6448,APPLE iPad Pro (2018) 64 GB ROM 11 inch with Wi-Fi Only (Space Grey),71900,0,64 GB ROM,4.8,tablet
6449,APPLE iPad Pro (2018) 256 GB ROM 11 inch with Wi-Fi+4G (Space Grey),99900,0,256 GB ROM,4.8,tablet
6450,APPLE iPad Pro 64 GB ROM 10.5 inch with Wi-Fi+4G (Gold),60990,61400,10.5 Retina display for stunning detail,4.7,tablet
6451,APPLE iPad Pro (2018) 64 GB ROM 11 inch with Wi-Fi Only (Silver),71900,0,64 GB ROM,4.8,tablet
6452,APPLE iPad Pro 512 GB ROM 10.5 inch with Wi-Fi+4G (Gold),83990,91100,10.5 Retina display for stunning detail,4.7,tablet
6453,Alcatel 3T 8 3 GB RAM 32 GB ROM 8 inch with Wi-Fi+4G Tablet (Metallic Black),9999,11999,Eye-care mode reduces the blue light that enables you to use the tab without straining your eyes,4,tablet
6454,APPLE iPad Pro (2018) 512 GB ROM 11 inch with Wi-Fi Only (Space Grey),103900,0,512 GB ROM,4.8,tablet
6455,APPLE iPad Pro 64 GB ROM 10.5 inch with Wi-Fi Only (Silver),50800,0,10.5 Retina display for stunning detail,4.7,tablet
6456,APPLE iPad Pro 256 GB ROM 10.5 inch with Wi-Fi+4G (Gold),67900,74100,10.5 Retina display for stunning detail,4.7,tablet
6457,Alcatel A3 10 3 GB RAM 32 GB ROM 10.1 inch with Wi-Fi+4G Tablet (Black),11999,0,Dual speakers providing sound-wave effect with in-built Arkamys system,4.1,tablet
6458,iball iTAB Moviez Pro 4 GB RAM 64 GB ROM 10.1 inch with Wi-Fi+4G Tablet (Champagne Gold),16000,24990,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,4,tablet
6459,APPLE iPad (7th Gen) 32 GB ROM 10.2 inch with Wi-Fi+4G (Gold),40900,0,32 GB ROM,4.7,tablet
6460,SAMSUNG Galaxy Tab A 8.0 Wifi 2GB RAM 32 GB ROM 8 inch with Wi-Fi Only Tablet (Silver),8999,10700,2GB RAM | 32 GB ROM | Expandable Upto 512 GB,4.3,tablet
6461,SAMSUNG Galaxy Tab S2 3 GB RAM 32 GB ROM 9.7 inch with Wi-Fi+4G Tablet (Gold),27999,42000,Multitask like a pro; Run multiple apps in split screen mode or in draggable pop-up windows,4.4,tablet
6462,Swipe Razor VoLTE 1 GB RAM 8 GB ROM 7 inch with Wi-Fi+4G Tablet (Grey),0,0,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,3.5,tablet
6463,Alcatel 3T 10 2 GB RAM 16 GB ROM 10 inch with Wi-Fi+4G Tablet (Prime Black),9999,11999,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,4,tablet
6464,APPLE iPad Pro (2018) 512 GB ROM 12.9 inch with Wi-Fi+4G (Space Grey),135900,0,512 GB ROM,4.7,tablet
6465,APPLE iPad Air 64 GB ROM 10.5 inch with Wi-Fi+4G (Space Grey),55900,0,64 GB ROM,4.7,tablet
6466,Apple iPad Pro 32 GB 9.7 inch with Wi-Fi+4G,61900,0,2 GB RAM | 32 GB ROM,4.5,tablet
6467,Alcatel 3T 10 2 GB RAM 16 GB ROM 10 inch with Wi-Fi+4G Tablet (Midnight Blue),0,0,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,4,tablet
6468,Alcatel 1T 1 GB RAM 16 GB ROM 10 inch with Wi-Fi Only Tablet (Bluish Black),0,0,1 GB RAM | 16 GB ROM,4.3,tablet
6469,Apple iPad Air 2 16 GB 9.7 inch with Wi-Fi+4G,41900,0,2 GB RAM | 16 GB ROM,4.6,tablet
6470,Apple iPad Pro 32 GB 9.7 inch with Wi-Fi+4G,61900,0,2 GB RAM | 32 GB ROM,4.5,tablet
6471,APPLE iPad Pro 2020 (2nd Generation) 6 GB RAM 512 GB ROM 11 inch with Wi-Fi Only (Silver),89900,98900,6 GB RAM | 512 GB ROM,4.7,tablet
6472,APPLE iPad Air 256 GB ROM 10.5 inch with Wi-Fi Only (Space Grey),58900,0,256 GB ROM,4.7,tablet
6473,APPLE iPad Pro 64 GB ROM 12.9 inch with Wi-Fi+4G (Space Grey),74100,0,12.9 Retina display for stunning detail,4.7,tablet
6474,APPLE iPad Air 256 GB ROM 10.5 inch with Wi-Fi+4G (Gold),69900,0,256 GB ROM,4.7,tablet
6475,APPLE iPad Pro 256 GB ROM 12.9 inch with Wi-Fi+4G (Space Grey),83990,86800,12.9 Retina display for stunning detail,4.7,tablet
6476,APPLE iPad Pro 512 GB ROM 10.5 inch with Wi-Fi Only (Silver),72990,80500,10.5 Retina display for stunning detail,4.7,tablet
6477,APPLE iPad Pro 2020 (2nd Generation) 6 GB RAM 256 GB ROM 11 inch with Wi-Fi+4G (Space Grey),85900,94900,6 GB RAM | 256 GB ROM,4.7,tablet
6478,APPLE iPad Air 256 GB ROM 10.5 inch with Wi-Fi Only (Gold),58900,0,256 GB ROM,4.7,tablet
6479,SAMSUNG Galaxy Tab A 8.0 2GB RAM 32 GB ROM 8 inch with Wi-Fi+4G Tablet (Silver),11999,12700,2GB RAM | 32 GB ROM,4.3,tablet
6480,Smartbeats N55 1 GB RAM 16 GB ROM 7 inch with Wi-Fi+4G Tablet (White),7499,9999,1 GB RAM | 16 GB ROM | Expandable Upto 64 GB,2.8,tablet
6481,APPLE iPad Air 64 GB ROM 10.5 inch with Wi-Fi+4G (Silver),55900,0,64 GB ROM,4.7,tablet
6482,SAMSUNG Galaxy Tab S4 (with Pen) 4 GB RAM 64 GB ROM 10.5 inch with Wi-Fi+4G Tablet (Black),57900,62700,4 GB RAM | 64 GB ROM,4.6,tablet
6483,APPLE iPad Pro 2020 (4th Generation) 6 GB RAM 128 GB ROM 12.9 inch with Wi-Fi Only (Silver),85900,89900,6 GB RAM | 128 GB ROM,4.7,tablet
6484,APPLE iPad Pro 2020 (4th Generation) 6 GB RAM 128 GB ROM 12.9 inch with Wi-Fi+4G (Space Grey),103900,0,6 GB RAM | 128 GB ROM,4.7,tablet
6485,Alcatel 3T8 2 GB RAM 16 GB ROM 8 inch with Wi-Fi+4G Tablet (Suede blue),0,0,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,4.1,tablet
6486,APPLE iPad Pro 2020 (2nd Generation) 6 GB RAM 512 GB ROM 11 inch with Wi-Fi+4G (Space Grey),103900,112900,6 GB RAM | 512 GB ROM,4.7,tablet
6487,APPLE iPad Air 256 GB ROM 10.5 inch with Wi-Fi Only (Gold),58900,0,256 GB ROM,4.7,tablet
6488,Alcatel 3T8 2 GB RAM 16 GB ROM 8 inch with Wi-Fi+4G Tablet (Suede blue),0,0,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,4.1,tablet
6489,APPLE iPad (6th Gen) 128 GB ROM 9.7 inch with Wi-Fi Only (Space Grey),34071,35700,"Edit a 4K video, play graphics-intensive games or experience the latest augmented reality apps",4.7,tablet
6490,APPLE iPad Air 64 GB ROM 10.5 inch with Wi-Fi+4G (Silver),55900,0,64 GB ROM,4.7,tablet
6491,APPLE iPad (7th Gen) 32 GB ROM 10.2 inch with Wi-Fi Only (Gold),27200,29900,32 GB ROM,4.7,tablet
6492,APPLE iPad Pro 512 GB ROM 12.9 inch with Wi-Fi Only (Space Grey),85900,93200,12.9 Retina display for stunning detail,4.7,tablet
6493,APPLE iPad Pro 2020 (4th Generation) 6 GB RAM 512 GB ROM 12.9 inch with Wi-Fi+4G (Space Grey),130900,0,6 GB RAM | 512 GB ROM,4.7,tablet
6494,APPLE iPad Pro 2020 (4th Generation) 6 GB RAM 128 GB ROM 12.9 inch with Wi-Fi+4G (Space Grey),103900,0,6 GB RAM | 128 GB ROM,4.7,tablet
6495,Alcatel 3T 10 2 GB RAM 16 GB ROM 10 inch with Wi-Fi+4G Tablet (Prime Black),9999,11999,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,4,tablet
6496,APPLE iPad Air 64 GB ROM 10.5 inch with Wi-Fi Only (Gold),44900,0,64 GB ROM,4.7,tablet
6497,Apple iPad Pro 32 GB 9.7 inch with Wi-Fi+4G,61900,0,2 GB RAM | 32 GB ROM,4.5,tablet
6498,iball Slide 4GE Mania 1 GB RAM 8 GB ROM 7 inch with Wi-Fi+4G Tablet (Coffee Grey),7499,0,1 GB RAM | 8 GB ROM,4,tablet
6499,SAMSUNG Galaxy Tab A 8.0 2GB RAM 32 GB ROM 8 inch with Wi-Fi+4G Tablet (Silver),11999,12700,2GB RAM | 32 GB ROM,4.3,tablet
6500,APPLE iPad Pro 2020 (4th Generation) 6 GB RAM 1 TB ROM 12.9 inch with Wi-Fi Only (Space Grey),130900,134900,6 GB RAM | 1 TB ROM,4.7,tablet
6501,APPLE iPad Pro 2020 (2nd Generation) 6 GB RAM 256 GB ROM 11 inch with Wi-Fi+4G (Space Grey),85900,94900,6 GB RAM | 256 GB ROM,4.7,tablet
6502,SAMSUNG Galaxy Tab S5E LTE 4GB RAM 64 GB ROM 10.5 inch with Wi-Fi+4G Tablet (Silver),39999,42900,4GB RAM | 64 GB ROM | Expandable Upto 512 GB,4.6,tablet
6503,APPLE iPad (6th Gen) 32 GB ROM 9.7 inch with Wi-Fi Only (Space Grey),26488,28000,"Edit a 4K video, play graphics-intensive games or experience the latest augmented reality apps",4.7,tablet
6504,iball Twinkle i5 1 GB RAM 8 GB ROM 7 inch with Wi-Fi+3G Tablet (Dark Grey),4499,6099,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,3.7,tablet
6505,Smartbeats N55 1 GB RAM 16 GB ROM 7 inch with Wi-Fi+4G Tablet (White),7499,9999,1 GB RAM | 16 GB ROM | Expandable Upto 64 GB,2.8,tablet
6506,SAMSUNG Galaxy Tab S7 (LTE) 6 GB RAM 128 GB ROM 11 inch with Wi-Fi+4G Tablet (Mystic Black),63999,69999,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,4.7,tablet
6507,Lenovo M10 FHD REL 4 GB RAM 64 GB ROM 10.1 inches with Wi-Fi+4G Tablet (Black),16999,32000,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,4.2,tablet
6508,SAMSUNG Galaxy Tab S7 (LTE) 6 GB RAM 128 GB ROM 11 inch with Wi-Fi+4G Tablet (Mystic Silver),63999,69999,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,4.7,tablet
6509,SAMSUNG Galaxy Tab A 10.0 2GB RAM 32 GB ROM 10 inch with Wi-Fi+4G Tablet (Gold),19999,21500,2GB RAM | 32 GB ROM,4.4,tablet
6510,Alcatel A3 10 (VOLTE) 2 GB RAM 16 GB ROM 10.1 inch with Wi-Fi+4G Tablet (Black),8809,9999,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,4.1,tablet
6511,APPLE iPad Pro 2020 (2nd Generation) 6 GB RAM 128 GB ROM 11 inch with Wi-Fi Only (Space Grey),71900,0,6 GB RAM | 128 GB ROM,4.7,tablet
6512,Lenovo Tab M10 (HD) 3 GB RAM 32 GB ROM 10.1 inch with Wi-Fi+4G Tablet (Slate Black),13999,24000,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,4.2,tablet
6513,SAMSUNG Galaxy Tab S7 FE 4 GB RAM 64 GB ROM 12.4 inches with Wi-Fi+4G Tablet (Pink),42999,54999,4 GB RAM | 64 GB ROM,4.5,tablet
6514,APPLE iPad (6th Gen) 32 GB ROM 9.7 inch with Wi-Fi+4G (Space Grey),38600,0,"Edit a 4K video, play graphics-intensive games or experience the latest augmented reality apps",4.7,tablet
6515,SAMSUNG Galaxy Tab A7 LTE 3 GB RAM 32 GB ROM 10.4 inch with Wi-Fi+4G Tablet (Silver),15999,25999,3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,4.4,tablet
6516,APPLE iPad 2 GB RAM 32 GB ROM 9.7 inch with Wi-Fi Only (Space Grey),28000,0,9.7 Retina display for stunning detail,4.6,tablet
6517,iball Slide D7061 512 MB RAM 8 GB ROM 7 inch with Wi-Fi+3G Tablet (Charcoal Blue),3999,4999,512 MB RAM | 8 GB ROM,3.7,tablet
6518,APPLE iPad Air 64 GB ROM 10.5 inch with Wi-Fi Only (Silver),44860,44900,64 GB ROM,4.7,tablet
6519,APPLE iPad Pro 64 GB ROM 10.5 inch with Wi-Fi Only (Gold),47900,57900,10.5 Retina display for stunning detail,4.7,tablet
6520,Alcatel 3T 10 with Keyboard 2 GB RAM 16 GB ROM 10 inch with Wi-Fi+4G Tablet (Midnight Blue),14999,0,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,3.9,tablet
6521,Wishtel IRA T1020 8 GB RAM 128 GB ROM 10.4 inch with Wi-Fi+4G Tablet (Black),21999,23999,8 GB RAM | 128 GB ROM,3.7,tablet
6522,APPLE iPad 32 GB ROM 9.7 inch with Wi-Fi+4G (Gold),38600,0,9.7 Retina display for stunning detail,4.6,tablet
6523,SAMSUNG Galaxy Tab 3 V T116 Single Sim Tablet 1 GB RAM 8 GB ROM 7 inch with Wi-Fi+3G Tablet (EBONY BLA...,8999,9300,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,3.9,tablet
6524,SAMSUNG Galaxy Tab A 10.0 2GB RAM 32 GB ROM 10 inch with Wi-Fi+4G Tablet (Silver),19999,21500,2GB RAM | 32 GB ROM,4.4,tablet
6525,Lenovo TAB P10 4 GB RAM 64 GB ROM 10.1 inch with Wi-Fi+4G Tablet (Aurora Black),22900,35000,4 GB RAM | 64 GB ROM,4.4,tablet
6526,APPLE iPad Pro (2018) 512 GB ROM 11 inch with Wi-Fi+4G (Space Grey),117900,0,512 GB ROM,4.8,tablet
6527,LAVA Magnum X1 2 GB RAM 16 GB ROM 6.98 inch with Wi-Fi+4G Tablet (Dark Blue),7999,11500,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,3.5,tablet
6528,Huawei MediaPad M5 Lite With stylus 3 GB RAM 32 GB ROM 10.1 inch with Wi-Fi+4G Tablet (Champagne Gold),20990,32990,Quad Stereo Speakers Tuned by Harman / Kardon,4.4,tablet
6529,SAMSUNG Galaxy Tab S7+ 6 GB RAM 128 GB ROM 12.4 inch with Wi-Fi+4G Tablet (Mystic Black),73999,84999,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,4.7,tablet
6530,CG Slate Plus on Samsung (KG-2) Single Sim Tablet 8 GB 7 inch with Wi-Fi Only,15999,0,1 GB RAM | 8 GB ROM | Expandable Upto 128 GB,4.3,tablet
6531,SAMSUNG Galaxy Tab A 1.5 GB RAM 8 GB ROM 7 inch with Wi-Fi+4G Tablet (White),9490,10400,1.5 GB RAM | 8 GB ROM | Expandable Upto 200 GB,4.2,tablet
6532,Lenovo Tab 7 2 GB RAM 16 GB ROM 6.98 inch with Wi-Fi+4G Tablet (Slate Black),8999,13500,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,4.1,tablet
6533,Micromax Canvas Tab P701 1 GB RAM 8 GB ROM 7 inch with Wi-Fi+4G Tablet (Grey),7599,0,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,3.6,tablet
6534,LAVA Ivory M4 2 GB RAM 16 GB ROM 8 inch with Wi-Fi+3G Tablet (Silver),9299,0,2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,3.6,tablet
6535,LAVA Magnum X1 2 GB RAM 16 GB ROM 6.98 inch with Wi-Fi+4G Tablet (Dark Blue),7999,11500,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,3.5,tablet
6536,LAVA Magnum X1 2 GB RAM 16 GB ROM 6.98 inch with Wi-Fi+4G Tablet (White),7999,11500,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,3.5,tablet
6537,APPLE iPad Pro 256 GB ROM 10.5 inch with Wi-Fi+4G (Silver),67900,74100,10.5 Retina display for stunning detail,4.7,tablet
6538,Lenovo TAB P10 4 GB RAM 64 GB ROM 10.1 inch with Wi-Fi+4G Tablet (Aurora Black),22900,35000,4 GB RAM | 64 GB ROM,4.4,tablet
6539,SAMSUNG Galaxy Tab S5E LTE 4GB RAM 64 GB ROM 10.5 inch with Wi-Fi+4G Tablet (Gold),39999,42900,4GB RAM | 64 GB ROM | Expandable Upto 512 GB,4.6,tablet
6540,Micromax Canvas Tab P701 1 GB RAM 8 GB ROM 7 inch with Wi-Fi+4G Tablet (Grey),7599,0,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,3.6,tablet
6541,CG Slate Plus on Samsung (KG-2) Single Sim Tablet 8 GB 7 inch with Wi-Fi Only,15999,0,1 GB RAM | 8 GB ROM | Expandable Upto 128 GB,4.3,tablet
6542,APPLE iPad Pro (2018) 1 TB ROM 11 inch with Wi-Fi+4G (Silver),153900,0,1 TB ROM,4.8,tablet
6543,APPLE iPad Pro 2020 (4th Generation) 6 GB RAM 1 TB ROM 12.9 inch with Wi-Fi+4G (Space Grey),144900,148900,6 GB RAM | 1 TB ROM,4.7,tablet
6544,APPLE iPad Pro 64 GB ROM 10.5 inch with Wi-Fi Only (Space Grey),48539,57900,10.5 Retina display for stunning detail,4.7,tablet
6545,APPLE iPad Pro (2018) 1 TB ROM 11 inch with Wi-Fi+4G (Space Grey),153900,0,1 TB ROM,4.8,tablet
6546,APPLE iPad Pro (2018) 256 GB ROM 12.9 inch with Wi-Fi Only (Silver),103900,0,256 GB ROM,4.7,tablet
6547,SAMSUNG Galaxy Tab S7 FE 4 GB RAM 64 GB ROM 12.4 inches with Wi-Fi+4G Tablet (Pink),42999,54999,4 GB RAM | 64 GB ROM,4.5,tablet
6548,APPLE iPad Air 256 GB ROM 10.5 inch with Wi-Fi+4G (Silver),69900,0,256 GB ROM,4.7,tablet
6549,APPLE iPad Pro (2018) 64 GB ROM 11 inch with Wi-Fi Only (Space Grey),71900,0,64 GB ROM,4.8,tablet
6550,APPLE iPad (7th Gen) 128 GB ROM 10.2 inch with Wi-Fi+4G (Gold),47922,48900,128 GB ROM,4.7,tablet
6551,APPLE iPad Pro 64 GB ROM 10.5 inch with Wi-Fi Only (Silver),50800,0,10.5 Retina display for stunning detail,4.7,tablet
6552,Alcatel 3T 10 with Keyboard 2 GB RAM 16 GB ROM 10 inch with Wi-Fi+4G Tablet (Midnight Blue),14999,0,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,3.9,tablet
6553,APPLE iPad Pro (2018) 1 TB ROM 11 inch with Wi-Fi Only (Space Grey),139900,0,1 TB ROM,4.8,tablet
6554,APPLE iPad Pro (2018) 64 GB ROM 12.9 inch with Wi-Fi Only (Space Grey),89900,0,64 GB ROM,4.7,tablet
6555,Lenovo Tab V7 4 GB RAM 64 GB ROM 6.93 inch with Wi-Fi+4G Tablet (Onyx Black),13499,21000,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,4.2,tablet
6556,Apple iPad mini 4 128 GB 7.9 inch with Wi-Fi+4G,44500,52900,2 GB RAM | 128 GB ROM,4.4,tablet
6557,APPLE iPad Pro 512 GB ROM 10.5 inch with Wi-Fi+4G (Silver),83990,91100,10.5 Retina display for stunning detail,4.7,tablet
6558,APPLE iPad Pro (2018) 256 GB ROM 11 inch with Wi-Fi Only (Silver),85900,0,256 GB ROM,4.8,tablet
6559,Elevn eTab 11 4 GB RAM 64 GB ROM 10.1 inches with Wi-Fi+4G Tablet (Aluminium Grey),13999,24990,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,3.6,tablet
6560,APPLE iPad Pro 256 GB ROM 12.9 inch with Wi-Fi+4G (Gold),83990,86800,12.9 Retina display for stunning detail,4.7,tablet
6561,I Kall N14 2 GB RAM 16 GB ROM 8 inch with 4G Tablet (Black),0,0,2 GB RAM | 16 GB ROM,3.1,tablet
6562,APPLE iPad Pro (2018) 64 GB ROM 11 inch with Wi-Fi+4G (Space Grey),83890,85900,64 GB ROM,4.8,tablet
6563,APPLE iPad Pro (2018) 512 GB ROM 11 inch with Wi-Fi Only (Silver),103900,0,512 GB ROM,4.8,tablet
6564,Apple iPad Air 2 32 GB 9.7 inch with Wi-Fi Only,31900,0,2 GB RAM | 32 GB ROM,4.6,tablet
6565,APPLE iPad Pro (2018) 512 GB ROM 12.9 inch with Wi-Fi+4G (Silver),135900,0,512 GB ROM,4.7,tablet
6566,APPLE iPad Pro (2018) 256 GB ROM 11 inch with Wi-Fi+4G (Silver),99900,0,256 GB ROM,4.8,tablet
